Name,Lat,Lng
AMC Brentwood 14,37.9450049,-121.7068203
AMC Deer Valley 16,37.9663436,-121.7849806
AMC Showplace Manteca 16,37.7808394,-121.2271787
AMC NewPark 12,37.5273006,-122.0012467
AMC Mercado 20,37.3891074,-121.9832197
AMC Eastridge 15,37.325856,-121.812621
AMC Cupertino Square 16,37.3267786,-122.0128966
AMC Bay Street 16,37.833407,-122.2916314
AMC Saratoga 14,37.2903196,-121.9923658
AMC Metreon 16,37.7842717,-122.4031587
AMC Van Ness 14,37.7851278,-122.4204328
